,timestamp,open,high,low,close,volume
0,1651356000000,2795.14,2797.0,2780.0,2781.21,14984.5502
1,1651359600000,2781.22,2785.82,2709.26,2726.66,78941.1119
2,1651363200000,2726.67,2746.82,2716.13,2736.52,34271.2824
3,1651366800000,2736.52,2777.36,2725.4,2770.25,28650.6369
4,1651370400000,2770.26,2780.62,2754.76,2758.16,16032.0927
5,1651374000000,2758.16,2777.77,2758.16,2777.15,11460.1022
6,1651377600000,2777.15,2780.63,2764.18,2772.53,22573.0431
7,1651381200000,2772.54,2795.15,2769.23,2782.0,18816.3113
8,1651384800000,2782.01,2791.79,2772.0,2776.05,13166.7918
9,1651388400000,2776.04,2779.35,2764.67,2766.39,14489.5712
10,1651392000000,2766.4,2782.0,2765.18,2778.31,12854.7075
11,1651395600000,2778.31,2780.64,2756.8,2768.31,8475.5507
12,1651399200000,2768.32,2775.87,2761.0,2766.42,8231.258
13,1651402800000,2766.42,2769.3,2751.74,2756.8,11207.4185
14,1651406400000,2756.79,2779.42,2753.5,2763.88,14552.6795
15,1651410000000,2763.88,2771.27,2757.17,2757.99,9218.5265
16,1651413600000,2758.0,2767.4,2754.28,2760.19,12476.3829
17,1651417200000,2760.18,2819.31,2760.18,2805.75,33194.066
18,1651420800000,2805.76,2828.93,2801.53,2812.2,26489.8879
19,1651424400000,2812.21,2819.96,2804.01,2807.06,13988.7787
20,1651428000000,2807.05,2808.62,2771.33,2773.22,16274.3572
21,1651431600000,2773.23,2777.62,2755.1,2765.39,20779.7464
22,1651435200000,2765.4,2817.82,2757.81,2813.19,19345.2218
23,1651438800000,2813.18,2821.7,2793.24,2808.61,16150.0107
24,1651442400000,2808.61,2823.9,2793.25,2806.98,23198.1539
25,1651446000000,2806.98,2849.9,2802.34,2824.81,36648.3014
26,1651449600000,2824.81,2849.68,2822.59,2841.41,27726.5767
27,1651453200000,2841.66,2848.22,2833.04,2834.21,11138.9394
28,1651456800000,2834.21,2841.0,2829.01,2839.15,10269.1645
29,1651460400000,2839.15,2846.21,2835.0,2840.72,12265.747
30,1651464000000,2840.72,2865.83,2832.1,2856.81,17391.7924
31,1651467600000,2856.82,2867.21,2849.41,2861.27,14346.4794
32,1651471200000,2861.27,2874.59,2856.35,2857.66,13353.6404
33,1651474800000,2857.66,2865.72,2841.1,2845.26,13159.1003
34,1651478400000,2845.26,2855.86,2832.18,2838.83,13337.2182
35,1651482000000,2838.83,2848.69,2807.64,2810.42,19093.726
36,1651485600000,2810.43,2819.76,2802.44,2806.14,15402.1403
37,1651489200000,2806.13,2809.67,2789.63,2795.05,17868.4154
38,1651492800000,2795.05,2811.47,2789.28,2795.57,17163.7751
39,1651496400000,2795.54,2845.1,2778.78,2829.25,64991.9371
40,1651500000000,2829.25,2852.53,2805.23,2828.0,46120.4364
41,1651503600000,2827.99,2835.49,2814.1,2827.68,24617.0023
42,1651507200000,2827.68,2836.49,2806.24,2809.0,24729.2666
43,1651510800000,2809.0,2811.66,2784.24,2797.27,25050.3917
44,1651514400000,2797.26,2810.06,2780.0,2801.0,28149.9534
45,1651518000000,2800.99,2850.0,2795.55,2841.71,39989.7752
46,1651521600000,2841.72,2847.64,2825.99,2826.99,15735.8704
47,1651525200000,2827.0,2869.39,2824.08,2866.14,18958.5606
48,1651528800000,2866.14,2894.22,2860.94,2861.91,18304.892
49,1651532400000,2861.91,2874.48,2851.2,2856.54,12542.0559
50,1651536000000,2856.54,2861.47,2836.12,2836.91,18085.4554
51,1651539600000,2836.91,2845.47,2830.27,2844.99,13470.7825
52,1651543200000,2844.99,2853.13,2828.65,2839.99,12004.087
53,1651546800000,2840.0,2856.33,2839.01,2851.0,10873.2942
54,1651550400000,2851.0,2855.07,2843.93,2849.13,8735.8184
55,1651554000000,2849.12,2849.36,2829.9,2844.09,23087.0998
56,1651557600000,2844.09,2848.73,2836.93,2840.3,8312.9743
57,1651561200000,2840.29,2847.84,2835.1,2844.98,10649.4485
58,1651564800000,2844.98,2854.12,2843.72,2844.77,9524.0731
59,1651568400000,2844.77,2846.74,2832.7,2833.71,7570.4734
60,1651572000000,2833.71,2835.1,2824.0,2830.54,9085.2155
61,1651575600000,2830.54,2849.6,2825.0,2849.01,10955.9632
62,1651579200000,2849.01,2850.81,2835.76,2837.77,9968.1392
63,1651582800000,2837.77,2842.57,2815.31,2834.32,27538.1531
64,1651586400000,2834.33,2847.61,2817.3,2822.3,23036.8559
65,1651590000000,2822.29,2836.0,2815.66,2822.21,15659.411
