,timestamp,open,high,low,close,volume
0,1624953600000,2130.86,2154.47,2113.98,2147.41,40064.56206
1,1624957200000,2147.42,2167.0,2130.0,2159.33,35065.36526
2,1624960800000,2159.34,2179.0,2140.65,2173.56,45781.00835
3,1624964400000,2173.56,2189.0,2168.64,2176.43,37037.49791
4,1624968000000,2176.42,2188.47,2158.0,2173.24,55096.2216
5,1624971600000,2173.23,2235.0,2168.32,2225.69,69938.6865
6,1624975200000,2225.7,2234.58,2207.35,2223.56,39562.63617
7,1624978800000,2223.56,2228.96,2196.63,2218.29,32949.28426
8,1624982400000,2218.28,2232.5,2202.25,2223.4,32448.37671
9,1624986000000,2223.45,2245.0,2216.7,2231.88,33686.37862
10,1624989600000,2231.99,2234.82,2209.4,2221.89,22242.28938
11,1624993200000,2221.89,2224.46,2210.75,2221.56,13261.08233
12,1624996800000,2221.82,2230.0,2186.42,2192.14,33779.09393
13,1625000400000,2192.14,2219.25,2186.47,2214.13,22076.50337
14,1625004000000,2214.0,2217.09,2166.27,2170.71,34333.91372
15,1625007600000,2170.83,2183.87,2155.94,2165.33,23390.62019
16,1625011200000,2165.46,2186.89,2141.0,2172.74,40469.68852
17,1625014800000,2172.76,2173.04,2149.78,2168.99,17292.85793
18,1625018400000,2168.99,2178.49,2154.45,2169.47,16338.44414
19,1625022000000,2169.47,2169.47,2119.39,2126.58,35920.56667
20,1625025600000,2126.59,2139.81,2088.71,2095.98,60757.90228
21,1625029200000,2095.99,2124.5,2087.99,2115.29,35944.11952
22,1625032800000,2115.36,2145.2,2113.95,2136.77,39991.87165
23,1625036400000,2136.87,2168.0,2125.59,2161.76,31309.32568
24,1625040000000,2161.88,2167.02,2110.25,2116.69,38602.82579
25,1625043600000,2117.04,2137.14,2106.2,2120.9,32390.27776
26,1625047200000,2120.9,2139.88,2118.15,2134.24,24682.93633
27,1625050800000,2134.24,2165.17,2123.53,2156.24,43335.67687
28,1625054400000,2156.33,2163.75,2136.67,2138.46,23746.2075
29,1625058000000,2138.25,2143.92,2120.82,2141.8,23342.93036
30,1625061600000,2141.92,2153.85,2115.09,2124.78,25032.51186
31,1625065200000,2124.78,2128.77,2089.41,2103.0,55677.70405
32,1625068800000,2103.0,2125.32,2094.21,2106.57,30041.07946
33,1625072400000,2106.57,2158.51,2106.02,2156.15,36970.59855
34,1625076000000,2156.15,2217.95,2150.55,2214.2,62608.10514
35,1625079600000,2214.2,2250.0,2194.82,2242.37,56796.77068
36,1625083200000,2242.38,2284.0,2221.3,2236.99,74584.78469
37,1625086800000,2236.99,2287.78,2236.45,2263.31,39568.37355
38,1625090400000,2263.92,2266.86,2237.5,2257.3,29745.7957
39,1625094000000,2257.3,2281.92,2255.32,2275.68,35432.24852
40,1625097600000,2275.68,2275.93,2233.46,2245.54,32009.01927
41,1625101200000,2245.32,2267.69,2245.02,2260.35,15764.1866
42,1625104800000,2260.58,2264.67,2190.0,2197.74,40662.52349
43,1625108400000,2197.73,2213.85,2183.0,2184.79,22009.35898
44,1625112000000,2184.79,2209.99,2180.02,2208.96,22794.82719
45,1625115600000,2208.91,2221.78,2195.75,2215.8,17303.981
46,1625119200000,2215.8,2234.81,2155.01,2160.8,56021.5891
47,1625122800000,2160.79,2170.09,2128.0,2129.01,54338.29538
48,1625126400000,2129.01,2138.97,2107.78,2123.19,55893.24828
49,1625130000000,2122.87,2133.14,2090.0,2110.0,43142.61985
50,1625133600000,2110.0,2123.19,2096.18,2112.04,27865.33326
51,1625137200000,2112.04,2147.01,2110.38,2139.14,38701.21327
52,1625140800000,2139.14,2146.38,2111.0,2128.17,41755.52284
53,1625144400000,2128.17,2142.32,2111.19,2111.24,26043.57801
54,1625148000000,2111.33,2124.54,2073.12,2093.67,52004.63274
55,1625151600000,2093.67,2140.0,2088.16,2118.23,41989.78457
56,1625155200000,2118.5,2126.29,2076.25,2082.23,40467.35795
57,1625158800000,2082.57,2106.51,2076.23,2104.74,26078.2686
58,1625162400000,2104.74,2130.0,2099.25,2113.5,25023.16191
59,1625166000000,2113.03,2117.01,2075.51,2100.18,33051.11634
60,1625169600000,2100.46,2122.44,2100.2,2121.17,20269.6009
61,1625173200000,2120.81,2140.0,2107.54,2129.87,18846.71898
62,1625176800000,2129.82,2138.28,2122.95,2128.88,15046.85047
63,1625180400000,2128.88,2135.07,2104.88,2106.41,20782.46239
64,1625184000000,2106.41,2136.0,2096.0,2135.18,22888.95033
65,1625187600000,2135.5,2139.0,2084.04,2087.34,28744.05686
66,1625191200000,2087.45,2103.64,2082.0,2094.46,18099.07919
67,1625194800000,2094.45,2095.74,2033.96,2041.2,47236.16323
68,1625198400000,2041.19,2058.85,2035.61,2054.86,27985.79688
69,1625202000000,2054.86,2058.77,2023.41,2032.84,26425.39846
70,1625205600000,2032.92,2041.86,2018.5,2034.03,22825.6596
71,1625209200000,2034.35,2070.0,2028.98,2061.49,31303.16383
72,1625212800000,2061.49,2080.46,2051.48,2060.5,35362.83969
73,1625216400000,2060.49,2061.45,2031.17,2040.13,28198.82165
74,1625220000000,2040.15,2043.27,2018.52,2039.71,36719.64871
75,1625223600000,2039.58,2055.87,2025.12,2038.99,28321.78478
76,1625227200000,2038.99,2063.44,2031.25,2058.31,27290.41783
77,1625230800000,2058.31,2078.26,2047.19,2072.4,36106.75378
78,1625234400000,2072.38,2121.42,2059.28,2117.35,51951.98921
79,1625238000000,2117.35,2129.0,2099.14,2124.15,35423.15472
80,1625241600000,2124.14,2125.0,2099.13,2112.36,24836.21564
81,1625245200000,2112.64,2121.1,2102.66,2109.55,18394.63546
82,1625248800000,2109.55,2111.37,2083.45,2093.04,19691.07301
83,1625252400000,2093.04,2104.85,2086.23,2103.73,16262.98194
84,1625256000000,2103.47,2104.49,2082.09,2090.68,16169.17774
85,1625259600000,2090.42,2115.94,2088.12,2107.46,11790.83483
86,1625263200000,2108.21,2160.0,2103.5,2157.59,31589.11463
87,1625266800000,2157.6,2159.0,2139.66,2154.13,28664.66276
88,1625270400000,2153.95,2166.0,2132.19,2138.28,25783.85592
89,1625274000000,2138.12,2155.73,2133.64,2150.65,14017.02336
90,1625277600000,2150.89,2154.26,2137.08,2143.08,11368.9673
91,1625281200000,2143.11,2143.16,2112.01,2131.16,19941.78555
92,1625284800000,2131.16,2142.0,2124.4,2139.5,12294.09344
93,1625288400000,2139.49,2154.66,2130.1,2146.48,17248.74589
94,1625292000000,2146.46,2154.78,2139.23,2143.11,13579.28583
95,1625295600000,2143.04,2207.41,2136.0,2195.95,75440.24409
96,1625299200000,2195.62,2203.97,2187.14,2195.67,36565.12215
97,1625302800000,2195.96,2224.33,2195.91,2216.99,40984.40388
98,1625306400000,2217.0,2223.55,2211.13,2220.51,24986.40099
99,1625310000000,2220.51,2223.75,2195.28,2213.56,28363.48399
100,1625313600000,2213.55,2234.97,2208.13,2217.47,29000.80639
101,1625317200000,2217.49,2236.1,2206.18,2236.1,28163.70524
102,1625320800000,2236.09,2240.0,2222.31,2228.99,21967.89637
103,1625324400000,2229.0,2234.39,2216.5,2224.75,18788.0696
104,1625328000000,2224.89,2230.48,2210.58,2211.75,20661.39502
105,1625331600000,2211.82,2237.72,2211.6,2224.87,18393.60485
106,1625335200000,2224.88,2226.78,2209.13,2217.85,17154.57112
107,1625338800000,2217.85,2228.43,2215.0,2225.35,9574.27116
108,1625342400000,2225.36,2228.75,2212.85,2220.7,13867.72095
109,1625346000000,2220.7,2227.38,2188.44,2191.33,21127.94655
110,1625349600000,2191.95,2209.98,2187.12,2205.66,26532.4092
111,1625353200000,2205.87,2233.29,2190.52,2226.99,23458.99216
112,1625356800000,2226.99,2231.07,2205.13,2206.73,16662.9642
113,1625360400000,2206.73,2210.29,2189.58,2196.48,16377.94068
114,1625364000000,2196.47,2215.94,2192.5,2207.84,12815.84372
115,1625367600000,2207.84,2219.69,2205.27,2209.73,10410.05434
116,1625371200000,2209.72,2230.0,2208.55,2225.17,15693.30623
117,1625374800000,2225.18,2290.0,2220.08,2280.5,51013.07411
118,1625378400000,2280.33,2331.0,2274.86,2325.35,55539.57717
119,1625382000000,2325.57,2347.75,2317.7,2334.96,40990.70794
120,1625385600000,2334.47,2346.29,2320.21,2329.98,30393.01164
121,1625389200000,2329.98,2332.0,2309.54,2323.48,25357.89009
122,1625392800000,2323.36,2337.76,2315.0,2336.38,19136.43842
123,1625396400000,2336.44,2339.73,2320.0,2330.97,15032.3214
124,1625400000000,2330.98,2333.31,2306.61,2307.2,21322.06512
125,1625403600000,2307.21,2321.99,2307.21,2316.63,18427.32845
126,1625407200000,2316.64,2326.63,2311.2,2321.81,13118.67839
127,1625410800000,2322.11,2332.36,2318.66,2330.77,13806.66761
128,1625414400000,2330.85,2375.0,2327.44,2355.58,55217.33646
129,1625418000000,2355.62,2370.0,2342.19,2365.94,23186.68382
130,1625421600000,2365.95,2367.0,2347.02,2353.68,13861.37839
131,1625425200000,2353.68,2363.34,2350.0,2357.02,10577.24506
132,1625428800000,2357.01,2357.58,2343.54,2350.79,12330.80724
133,1625432400000,2350.81,2389.93,2342.03,2383.68,28689.40455
134,1625436000000,2383.67,2384.13,2317.01,2328.17,33989.20284
135,1625439600000,2328.17,2337.87,2300.0,2322.69,36706.32282
136,1625443200000,2322.69,2324.64,2301.41,2309.33,33557.43739
137,1625446800000,2309.24,2320.48,2258.44,2266.91,48937.22456
138,1625450400000,2266.9,2277.58,2245.97,2258.38,30264.46153
139,1625454000000,2258.38,2268.43,2243.0,2264.2,17917.01917
140,1625457600000,2264.45,2277.86,2250.34,2263.82,35100.09321
141,1625461200000,2263.83,2273.68,2250.39,2272.9,20387.68085
142,1625464800000,2272.98,2293.49,2264.01,2288.2,28479.04818
143,1625468400000,2288.2,2289.0,2257.51,2273.77,22337.88205
144,1625472000000,2273.77,2282.98,2259.19,2274.03,17895.36726
145,1625475600000,2274.02,2288.68,2270.85,2279.88,18562.42427
146,1625479200000,2279.79,2308.91,2277.75,2304.15,31462.00162
147,1625482800000,2304.15,2305.4,2175.0,2194.91,108735.12365
148,1625486400000,2194.91,2221.0,2185.0,2210.94,40860.51562
149,1625490000000,2210.94,2234.96,2208.01,2223.77,25377.99313
150,1625493600000,2223.76,2229.82,2201.2,2226.23,21694.06458
151,1625497200000,2226.23,2228.65,2202.64,2206.24,27897.97329
152,1625500800000,2206.25,2223.82,2202.55,2213.66,23537.95626
153,1625504400000,2213.67,2218.96,2157.32,2211.99,65030.60568
154,1625508000000,2211.98,2239.24,2211.98,2223.23,44888.24848
155,1625511600000,2223.37,2251.0,2222.64,2245.3,28616.34666
156,1625515200000,2245.3,2255.0,2206.13,2215.91,29677.08393
157,1625518800000,2215.86,2245.38,2215.85,2243.65,15813.07858
158,1625522400000,2243.63,2249.61,2225.5,2228.17,15893.95079
159,1625526000000,2228.18,2242.79,2193.02,2196.53,28882.73531
160,1625529600000,2196.85,2250.0,2193.0,2236.5,32638.20315
161,1625533200000,2236.5,2241.64,2216.95,2219.48,14721.94896
162,1625536800000,2219.48,2235.89,2210.01,2234.98,17357.33144
163,1625540400000,2234.97,2244.9,2225.57,2238.17,14536.34304
164,1625544000000,2238.17,2320.0,2237.63,2317.48,64770.6739
165,1625547600000,2317.48,2330.0,2308.58,2319.61,34455.32181
166,1625551200000,2319.61,2337.99,2316.04,2318.39,26843.15194
167,1625554800000,2318.38,2343.71,2317.5,2336.72,20109.0915
168,1625558400000,2336.77,2350.0,2328.2,2341.12,28133.78423
169,1625562000000,2340.96,2343.76,2257.47,2280.69,108580.37597
170,1625565600000,2280.69,2282.67,2253.82,2269.6,38548.90499
171,1625569200000,2269.62,2310.55,2259.0,2293.91,43190.21879
172,1625572800000,2293.49,2337.17,2278.03,2329.94,57140.84586
173,1625576400000,2329.99,2339.91,2282.21,2302.65,42261.46893
174,1625580000000,2302.65,2315.0,2279.84,2305.35,32109.56468
175,1625583600000,2305.23,2312.2,2283.03,2305.73,31715.1112
176,1625587200000,2305.91,2316.22,2286.0,2313.77,25245.20827
177,1625590800000,2313.53,2330.38,2284.68,2320.49,34627.62703
178,1625594400000,2320.49,2336.28,2307.15,2311.98,25856.45781
179,1625598000000,2311.98,2334.47,2306.72,2327.67,16818.25004
180,1625601600000,2327.67,2328.11,2298.04,2309.7,18060.32816
181,1625605200000,2309.62,2309.84,2273.1,2287.44,23553.35644
182,1625608800000,2287.59,2319.62,2282.31,2308.4,17138.46262
183,1625612400000,2308.17,2332.0,2303.79,2322.5,16918.14076
184,1625616000000,2322.51,2343.72,2291.9,2318.32,37144.51489
185,1625619600000,2318.49,2334.99,2299.4,2318.59,51882.20424
186,1625623200000,2318.6,2325.73,2302.0,2325.65,17607.82452
187,1625626800000,2325.64,2342.07,2320.01,2339.47,30478.17683
188,1625630400000,2339.47,2400.0,2329.44,2391.95,66116.04994
189,1625634000000,2391.75,2398.75,2376.6,2384.75,29366.33872
190,1625637600000,2384.68,2393.47,2376.6,2383.45,28036.34565
191,1625641200000,2383.34,2409.0,2357.04,2376.82,43684.17449
192,1625644800000,2377.06,2399.0,2370.96,2382.51,27604.16031
193,1625648400000,2382.51,2389.39,2365.03,2378.02,18306.2918
194,1625652000000,2378.02,2381.64,2363.01,2372.52,18844.59261
195,1625655600000,2372.52,2395.0,2369.49,2384.33,21249.49045
196,1625659200000,2384.36,2398.0,2373.0,2383.01,30484.37987
197,1625662800000,2383.16,2386.06,2370.34,2384.19,17907.66248
198,1625666400000,2384.19,2390.34,2346.0,2355.01,33014.91023
199,1625670000000,2354.86,2363.97,2320.0,2341.97,47182.37895
200,1625673600000,2341.96,2360.0,2327.59,2352.98,23087.44437
201,1625677200000,2352.99,2364.0,2345.75,2358.11,15666.14724
202,1625680800000,2357.99,2369.96,2352.16,2365.59,15023.15954
203,1625684400000,2365.59,2371.52,2354.9,2366.28,13339.16192
204,1625688000000,2366.28,2367.83,2356.13,2362.72,9938.67659
205,1625691600000,2362.67,2362.68,2335.01,2345.82,17476.24642
206,1625695200000,2345.86,2345.86,2312.0,2325.33,27261.02441
207,1625698800000,2325.16,2326.46,2306.08,2316.57,25799.99925
208,1625702400000,2316.25,2325.6,2267.0,2269.41,61817.40479
209,1625706000000,2269.4,2296.42,2267.0,2275.84,28176.87825
210,1625709600000,2275.83,2289.15,2270.97,2282.83,17710.61825
